,Living Environment Score,Crime Score,Health Deprivation and Disability Score,Barriers to Housing and Services Score,"Education, Skills and Training Score",Employment Score (rate),Income Score (rate),Index of Multiple Deprivation (IMD) Score,Outdoors Sub-domain Score,safety,wealth,boring,depressing,lively,walk,beauty,lsoa
3685,22.463,0.452,-0.769,27.013,6.502,0.065,0.112,14.99,0.978,6.013886996290901,5.586840517818928,5.138472985137593,5.091980930079114,5.5622724653645,5.351240604438565,5.485293277962641,E01003773
3686,25.714,0.037,-0.964,20.728,1.515,0.051,0.058,8.887,0.921,6.023461749718624,5.598243443471081,5.278256354841796,4.883805887504193,5.563506813169275,5.458100408877966,5.692266449988264,E01003774
3687,21.637,0.338,-1.169,22.474,1.154,0.036,0.042,7.581,0.995,6.0942853937546415,5.712449407411946,5.1812210356195765,4.808112571636836,5.621543428964085,5.502245614926021,5.814423849185308,E01003775
3688,16.255,-0.209,0.502,33.003,12.307,0.098,0.189,23.873,0.851,6.003100311919434,5.49523076047636,5.460276505718492,4.929333329200745,5.426984040704492,5.452608487377428,5.693432961424736,E01003776
3689,31.65,0.464,-1.415,15.876,1.415,0.031,0.042,7.823,1.097,6.055628427953431,5.653991636001702,5.169894886137259,4.9413035343391725,5.6381031792573255,5.386948779375866,5.694970421718828,E01003777
3690,36.227,0.173,-0.924,20.012,2.807,0.032,0.06,9.642,1.413,5.924180778590116,5.578453319624436,5.287673708328531,4.935927706809084,5.490655836487605,5.392079267127455,5.667792378378309,E01003778
3691,30.955,-0.64,-0.161,21.144,5.913,0.074,0.1,14.112,1.253,6.086102838101595,5.553549632818803,5.142956030887106,5.002047134482342,5.6451784900997,5.438155777558037,5.660212850570678,E01003779
3692,22.349,-0.109,-1.709,22.778,2.243,0.03,0.027,5.828,0.837,6.213727321197737,5.931497112138947,5.124631600593453,4.893485891285227,5.686401329823394,5.424022229749765,5.54477027992704,E01003780
3693,20.365,0.582,-0.874,30.139,5.472,0.067,0.144,17.125,0.871,6.156078098217646,5.762497902909915,5.032810870806376,4.977693528930346,5.802092371384303,5.4672695149978,5.599340402086576,E01003781
3694,38.35,0.806,-0.879,30.718,14.22,0.07,0.149,21.961,1.16,5.851890781138203,5.426580739493417,5.287919489463957,5.175124737295774,5.499371818976827,5.1703787971251085,5.28891391329246,E01003782
3695,32.779,1.342,-0.09,40.639,12.155,0.143,0.209,34.175,1.189,5.813646520698927,5.324913838291695,5.135984200799004,5.17909462017249,5.655930180575966,5.306113801608428,5.264011364615425,E01003783
3696,26.614,0.341,-0.673,30.879,9.524,0.08,0.132,18.41,0.701,6.017039872632168,5.583682733006997,5.269277408571527,5.215085906557517,5.705644468269726,5.286981367828822,5.41344426882149,E01003784
3697,23.99,1.005,-0.638,39.666,12.189,0.096,0.173,25.704,0.877,5.828819620816005,5.399545976881347,5.505683178157476,5.294847959038839,5.387281708634657,5.136287654755432,5.340665546455824,E01003785
3698,22.301,-0.095,-0.97,30.003,3.16,0.063,0.1,12.992,0.945,6.253234936640813,5.9282972904352045,4.938681495495332,5.011340401111505,5.9032525068674335,5.422365980270581,5.756355469043438,E01003786
3699,30.197,0.099,-0.925,28.513,6.581,0.072,0.107,15.402,0.833,6.1423067174932005,5.921851822125015,5.132182928823656,5.001966004730553,5.696034792930849,5.381004910315236,5.719750694049302,E01003787
3700,30.749,0.59,-0.213,39.568,12.597,0.099,0.15,24.91,0.739,5.984661793145608,5.623244058428787,5.214727050676121,5.207892478920344,5.713206542758491,5.313975342615383,5.508215270643159,E01003788
3701,37.041,0.406,-1.206,25.748,2.731,0.032,0.041,10.258,1.244,6.002463462973843,5.52895520314449,5.333296424701434,4.982322794048726,5.417844823929442,5.318046604885774,5.587965928205923,E01003789
3702,23.821,0.14,-0.409,29.016,2.937,0.087,0.108,16.218,0.6,6.023091980496293,5.509412097481062,5.238598044563389,4.8850277999662,5.566124121348064,5.377807162842661,5.772789457309171,E01003790
3703,32.98,1.652,-1.096,29.325,3.812,0.036,0.042,15.669,1.283,6.149033703587272,5.616297733603102,5.190458115303155,4.7406260885975575,5.59203964516972,5.544587912884626,6.166938337412748,E01003791
3704,30.536,0.881,-1.061,18.074,1.625,0.049,0.055,11.304,0.7,6.456319906567567,5.8898300844550935,4.855004477020878,4.560371410926717,5.94457831478759,5.715010798217466,6.295749576299783,E01003792
3705,32.594,0.433,0.096,32.278,16.164,0.1,0.161,24.975,0.951,6.02820938913693,5.49964005078001,5.318700238988905,4.875265294107898,5.449483775152949,5.40316703930277,5.835429779414473,E01003793
3706,20.693,-0.311,-1.343,22.774,3.885,0.046,0.06,7.939,1.054,5.955601552670652,5.4167724983258685,5.408898052166808,5.102742407132279,5.399344067004594,5.189665072343566,5.458379452201453,E01003794
3707,24.699,0.465,-1.281,23.432,2.388,0.04,0.032,8.353,1.321,6.03446574201468,5.48792750487926,5.334439762208143,4.937952033421289,5.406162365245433,5.385203410739358,5.673089565535789,E01003795
3708,22.532,0.372,-1.409,27.812,2.684,0.038,0.055,9.481,1.059,5.9710041408330365,5.578068043364853,5.304361398102807,5.087176601743438,5.5182646812637,5.358363511132413,5.561593896704293,E01003796
3709,34.633,0.185,-2.015,10.181,0.974,0.016,0.029,5.944,1.25,6.163522675446386,5.801858675030983,5.159643374726364,4.787499289632343,5.632230282827401,5.472137063616988,5.811207765315866,E01003797
3710,18.802,-0.238,-1.117,14.95,1.638,0.061,0.079,8.509,0.959,6.140926272614197,5.746455029871479,5.09916682138383,4.845501701037089,5.687346384210406,5.429542019682111,5.6989930725697455,E01003798
3711,39.896,0.36,-2.369,11.708,0.298,0.021,0.024,7.18,1.131,6.243025845951504,5.845928829246097,4.937937942478392,4.558822443750169,5.816183272997538,5.60107732547654,6.053793995247947,E01003799
3712,30.977,0.009,-0.96,20.141,7.971,0.06,0.106,13.145,1.427,6.220926050814042,5.806847736702203,5.217850015770575,4.705707227961617,5.735362406102767,5.538189423010216,5.897757082252029,E01003800
3713,27.87,-0.52,-1.658,13.584,0.12,0.015,0.024,4.028,1.391,5.986326034607425,5.653794953899999,5.158963709492837,4.825140664654393,5.634922653628934,5.4268011077757805,5.747791231063104,E01003801
3714,26.295,-0.503,-2.452,17.926,3.266,0.014,0.026,4.675,1.314,6.210913259249467,5.808222471521451,5.231962481370339,4.664089997227375,5.694333369915302,5.584878919216303,5.962116959003302,E01003802
3715,24.127,-0.254,-0.082,23.203,15.644,0.142,0.185,23.823,1.074,6.032878766980088,5.642415182632313,5.408480002169023,4.884502977655645,5.440406918525696,5.323889137360087,5.618734150602107,E01003803
3716,29.794,-0.799,-1.819,15.105,1.06,0.038,0.047,5.756,1.242,6.06676325258219,5.758344339124812,5.077155371881881,4.7845202167079135,5.749962557786666,5.456410701169908,5.673392202869152,E01003804
3717,24.63,-0.369,-3.031,14.54,0.157,0.015,0.01,3.697,0.772,6.190921523524266,5.743228769769855,5.2110865251690734,4.66791894716375,5.54227071836883,5.575676024193857,6.016282025973002,E01003805
3718,34.919,0.751,-2.666,15.996,0.358,0.019,0.019,8.022,1.415,6.274223180917593,5.736851059800976,5.433559132146312,4.632384104715599,5.340566981624771,5.817976969939012,6.433401264332153,E01003806
3719,30.421,-0.517,-1.237,14.917,0.962,0.048,0.067,7.831,0.962,6.123000663121541,5.628732338746389,4.837209463119507,4.816348769664764,5.825143402417501,5.408519814014435,5.677015803654989,E01003807
3720,31.898,-0.501,-1.65,8.981,1.596,0.035,0.053,5.994,1.24,6.144618029179781,5.5521629547727285,5.000396135924519,4.742890247400256,5.818804806557255,5.388215954752936,5.6759974023570186,E01003808
3721,40.363,-0.083,-2.322,8.916,0.146,0.022,0.024,6.067,1.391,6.300917497789017,5.846877621881889,5.053137212690681,4.656369866144778,5.820956667264302,5.537372410899461,5.872050553259223,E01003809
3722,21.77,-0.173,-1.162,14.806,1.029,0.057,0.058,7.461,0.768,6.183647735006857,5.86913579262343,5.101665852853916,4.7405821933042285,5.8011907715125375,5.477164074878565,5.767080871850852,E01003810
3723,31.509,-0.493,-1.543,11.362,1.012,0.032,0.044,5.515,0.783,5.942540665062106,5.439423747614128,5.197893743612329,4.97078642472118,5.5547923311895255,5.323509213064804,5.463964643932524,E01003811
3724,20.866,-0.335,-0.765,19.65,1.437,0.048,0.062,7.792,0.804,6.0749977801435735,5.688106413810484,5.117219574348901,4.852653132330987,5.726592643286592,5.354733445311106,5.547768118560955,E01003812
3725,22.922,-0.382,-1.338,12.663,0.275,0.043,0.029,4.739,0.748,6.152373769955758,5.710731020340552,5.319693081806868,4.839412450179076,5.615019371570685,5.4455620038203705,5.886166664270254,E01003813
3726,19.678,-0.407,-0.738,20.096,0.59,0.059,0.074,8.961,0.602,6.118630092923004,5.678041243317104,5.2484447956085205,4.795463538405919,5.608763996917422,5.562730805708631,5.819585643192329,E01003814
3727,30.561,-0.502,-0.824,16.616,1.675,0.044,0.081,8.914,0.604,5.895186396342952,5.366344193132912,5.268206302712604,5.006735569093285,5.520367713672359,5.3847853311678255,5.494065686551536,E01003815
3728,20.81,0.48,-1.095,30.605,6.1,0.057,0.057,12.147,0.972,5.999425068023099,5.529150523704075,5.440730658812634,4.790360276106816,5.215219223575228,5.605271565686365,6.0970143871955305,E01003816
3729,26.342,0.737,-1.408,17.884,2.958,0.055,0.064,11.002,1.503,6.054821922643548,5.51251982179415,5.4617502264274185,4.6295366184039946,5.243896081312066,5.729054172217692,6.3810719662858535,E01003817
3730,14.353,0.091,-1.69,13.865,2.438,0.044,0.076,7.107,0.654,6.194349499309764,5.655587450705748,5.31548240924264,4.788102095139855,5.614648287309045,5.575801454763361,5.893477642599912,E01003818
3731,22.779,0.431,0.161,23.522,20.172,0.158,0.208,28.717,0.565,6.055679791852048,5.603803622095208,5.425010181309884,4.861758328843535,5.354886153288055,5.514334609633998,5.85579417358365,E01003819
3732,17.059,-0.474,-1.158,15.029,9.254,0.084,0.097,11.453,0.646,6.163544477444689,5.736694227462697,5.2945862183638654,4.820452204247786,5.555551378647863,5.547849502608674,5.767634055060798,E01003820
3733,25.878,-0.537,-1.785,22.267,0.258,0.02,0.03,5.143,0.926,5.895520347986162,5.538524775771621,5.119598409403926,4.772150101128572,5.558630638981458,5.5452949837868255,5.9188710599212175,E01003821
3734,17.369,-0.184,-2.269,11.109,0.286,0.021,0.015,2.997,0.738,6.240350350035423,5.888239932309895,5.192827230348637,4.658703567469932,5.777557065973731,5.649103373133075,6.027553669445178,E01003822
3735,26.206,0.375,-2.096,23.782,0.69,0.021,0.033,7.241,1.579,5.97831857285532,5.541393241712025,5.371298406602574,4.92186811039237,5.292078786764015,5.52791994445178,5.926926837689211,E01003823
3736,21.167,-0.243,-1.356,8.827,0.564,0.036,0.042,4.594,0.661,6.060562584684303,5.633157016699796,5.178420097716732,4.7940573142600185,5.647027231868685,5.530009952851528,5.75379238042189,E01003824
3737,17.784,-0.714,-1.831,11.956,1.107,0.031,0.033,3.249,0.546,6.148841309241759,5.664636715864524,5.246126967362868,4.891175459592771,5.717580933601428,5.43456125488648,5.631604721912971,E01003825
3738,21.447,0.097,0.188,18.388,16.111,0.135,0.164,22.898,0.663,5.862699141750088,5.231691672043367,5.420522148345972,4.973404886660638,5.252433494313971,5.384775028987364,5.635610061419475,E01003826
3739,22.898,-0.204,-1.25,15.142,4.457,0.056,0.07,8.485,0.653,5.9677596561697,5.372404824352633,5.226393502191227,4.993407161999853,5.4524922867999575,5.464357593805174,5.669669248422601,E01003827
3740,16.376,-0.09,-1.432,20.707,2.34,0.041,0.041,6.069,0.699,6.093858423638851,5.609375715255737,5.300845871073134,4.868521758343311,5.540766889998253,5.41917796743677,5.737879644556249,E01003828
3741,22.688,0.38,0.354,28.24,17.264,0.141,0.167,26.698,0.769,5.902738398121249,5.44783805519022,5.400392619512415,4.995935589395543,5.456972427906528,5.336741503848825,5.617110054339132,E01003829
3742,25.001,-0.251,-1.206,23.015,2.685,0.057,0.066,9.449,0.725,5.929692154289574,5.540520851330091,5.353806509125617,4.9473776637866935,5.448495598890448,5.412305756922691,5.767759063551503,E01003830
3743,15.816,0.709,-0.897,24.292,4.781,0.041,0.057,10.154,0.757,5.927290447552999,5.434371422396766,5.391496371560627,4.952665752834744,5.421562218666077,5.352226301034292,5.62099007235633,E01003831
3744,14.348,0.28,0.471,35.498,27.401,0.213,0.234,37.019,0.666,5.892458778086716,5.30630796517783,5.461115874895236,5.073422875830798,5.311063297395783,5.409236167504536,5.555924276995465,E01003832
3745,14.226,0.135,-0.545,29.324,11.561,0.085,0.119,16.556,0.63,5.97884243585932,5.465123754786694,5.417576373092771,4.937391836812177,5.286022623692911,5.303003879044,5.649401341836284,E01003833
3746,23.373,-0.051,-1.062,20.066,2.894,0.041,0.048,7.292,1.113,5.934536743164062,5.577341089443284,5.24120797429766,4.9047657192969805,5.479900032160233,5.493496526990618,5.698057540582151,E01003834
3747,26.381,-0.167,-2.107,9.88,0.3,0.034,0.024,4.465,0.703,6.394490830309979,5.9360042531769,5.061181686141274,4.595964006789319,5.865004898665787,5.653117381907129,6.0919851482688605,E01003835
3748,22.761,0.137,-0.663,17.939,3.588,0.085,0.093,12.983,0.826,6.241546673652453,5.738883539652213,5.066795803033388,4.747060649670088,5.766373680188106,5.617303342391283,5.987935081506387,E01003836
3749,14.694,0.329,-1.72,20.692,0.494,0.052,0.054,7.835,0.712,6.145377865590548,5.742450606822968,5.273275777540709,4.736000825856861,5.628201649063512,5.654825062500803,5.974097517289613,E01003837
3750,31.843,-0.208,-1.682,15.551,0.862,0.045,0.052,7.339,0.606,6.242169274541432,5.84102733049564,5.091970683571821,4.65041305704745,5.819530614121946,5.64442274670401,6.024754313651673,E01003838
3751,23.665,0.061,-1.451,23.058,4.94,0.075,0.105,13.14,0.876,5.970421543282069,5.536772521694055,5.144782934965712,4.875264386112771,5.548830816585027,5.44839221640919,5.731243685390172,E01003839
3752,23.776,0.203,-1.108,28.319,8.168,0.067,0.112,14.808,1.084,5.986647918210392,5.646782593420374,5.322202453139233,5.031764293274684,5.446221695308797,5.316368828042906,5.463835508502715,E01003840
3753,23.181,0.167,-0.016,32.525,22.116,0.117,0.189,26.04,1.095,5.7917618951541465,5.433499502655644,5.412716939145287,5.007307171021532,5.352610053632083,5.319826076494768,5.520927631614993,E01003841
3754,30.361,0.393,-0.172,19.289,18.135,0.103,0.126,20.358,0.804,5.954949062149804,5.491651989855208,5.31395011281108,5.032703739028793,5.49763400705011,5.283747763247104,5.478862783393344,E01003842
3755,21.689,-0.395,-1.118,25.754,13.067,0.092,0.12,15.73,0.941,5.935776715075716,5.409759645259126,5.391455669605985,5.088820440718468,5.409310181090173,5.331679011913056,5.409274967173313,E01003843
3756,25.627,0.294,-1.052,13.058,3.2,0.064,0.051,9.207,1.021,6.100671517384517,5.810700312837378,5.196881831466378,4.8689402104456185,5.547665672900873,5.368191913092807,5.720155245813973,E01003844
3757,19.414,0.174,-1.377,19.416,9.232,0.056,0.057,9.314,0.957,5.996819353309171,5.557005325781888,5.318017905128413,5.019846874578246,5.522480977506473,5.3240402294644,5.458545018372865,E01003845
3758,32.448,-0.379,-2.735,7.948,0.039,0.014,0.018,4.171,0.728,6.459059657277288,5.966544499912778,4.912441764006744,4.605207637194041,5.983800205024513,5.673602041682681,6.098502843444412,E01003846
3759,29.132,-0.044,-1.912,17.373,2.141,0.03,0.049,6.72,1.077,6.027430725097656,5.687392385942595,5.153038477046149,4.7290767077888765,5.648028608305114,5.6109000653028485,5.97722877902644,E01003847
3760,34.477,0.342,-1.247,17.584,3.176,0.055,0.073,11.354,1.251,6.13537842173909,5.720073878072029,5.145464236653129,4.766843124877575,5.716520337171333,5.442734514558038,5.757067064906275,E01003848
3761,32.94,0.099,-1.362,12.132,0.403,0.056,0.05,8.448,1.071,6.297416242531368,5.820747458934784,5.008437595197132,4.581350749731064,5.932291751248496,5.678144121170044,6.137626603671483,E01003849
3762,30.881,0.415,-2.241,11.601,0.113,0.019,0.019,5.879,1.217,6.249570395605905,5.83136335849762,5.039346692221505,4.685268834659031,5.836051645278931,5.5836503791809085,6.025226964950561,E01003851
3763,34.905,1.043,-1.347,20.394,0.508,0.049,0.075,13.631,1.88,5.886900366613152,5.509276739059978,5.38835285185327,4.7344797900076,5.357594055711683,5.561257874497474,6.114135581561086,E01003852
3764,24.812,0.075,-1.067,16.705,3.677,0.076,0.084,11.466,1.021,6.131561673205832,5.736011077528414,5.123062752295232,4.688819644243821,5.699835060299307,5.551233138727105,5.902738223905149,E01003853
3765,25.547,0.404,-1.623,14.14,3.008,0.041,0.052,7.824,1.209,6.044798451710522,5.5857358444027785,5.115081588427226,4.725370452656009,5.716237380252621,5.38590334779848,5.63592997992911,E01003854
3766,20.994,0.204,-0.661,22.147,11.254,0.109,0.16,19.172,1.075,5.889193072837869,5.412920341590525,5.390143088108517,5.009122392674184,5.4408065389475055,5.408932964418836,5.50605120930647,E01003855
3767,24.67,-0.41,-1.553,14.293,1.272,0.038,0.063,6.295,0.965,6.110427814981212,5.709763028310693,4.976432053939156,4.820851249280183,5.753475674338962,5.4329791504403815,5.787425636208575,E01003856
3768,24.954,-0.526,-1.808,13.623,3.103,0.038,0.048,5.533,1.029,6.192161661907307,5.686347692915537,5.056969651898134,4.708056873488195,5.761988887509096,5.455664252771915,5.693587834395252,E01003857
3769,28.844,-0.424,-1.562,7.909,0.162,0.018,0.024,3.877,0.976,6.24333036839962,5.628720987588167,5.009321564435959,4.757156984508038,5.6926585108041765,5.435372854024172,5.740612179785967,E01003858
3770,34.246,0.049,-1.544,11.866,0.275,0.032,0.045,6.736,1.48,6.261203859673172,5.858104880390272,5.060684280968755,4.777523021880395,5.699154608888053,5.5235030038760655,5.788153493339247,E01003859
3771,30.382,0.314,-1.598,17.658,0.121,0.053,0.057,9.269,1.137,6.054557389401375,5.632317787535647,5.187476434606187,4.825201073605964,5.5852636134370846,5.44911601746336,5.782471369682474,E01003860
3772,25.847,0.024,-1.349,20.327,1.266,0.04,0.065,8.226,1.279,5.929316287798597,5.481517655170516,5.229666069643387,5.030221661984526,5.532288953168503,5.265374892594799,5.450282115809965,E01003861
3773,36.472,0.679,-0.63,20.715,3.297,0.09,0.108,17.786,1.265,6.207794314000144,5.759077571221252,5.028834397223458,4.804280825515292,5.733277996974205,5.357862451183262,5.662841296907681,E01003862
3774,39.18,0.441,-0.668,16.791,0.97,0.105,0.136,18.695,0.941,6.052424514994902,5.7062897942647215,5.316700593764041,5.018326797405211,5.538467677701421,5.348013228728991,5.666277975595298,E01003863
3775,27.073,-0.108,-1.475,21.571,1.439,0.038,0.044,7.131,1.241,6.20839198690946,5.786144982270204,5.084320807717537,4.744037782559629,5.715813062230095,5.574920032845169,5.909952394949283,E01003864
3776,25.23,-0.032,-1.053,23.812,3.042,0.064,0.083,11.466,1.164,6.12582086339409,5.656939993669957,5.08886092680472,4.807857672373454,5.673124077879352,5.391256974067217,5.574575194606075,E01003865
3777,32.946,-0.677,-2.334,6.91,0.104,0.013,0.01,3.804,0.832,6.283002234341805,5.79060517486773,4.969664609223082,4.684355722184767,5.850260797299836,5.535065159463046,5.986766978314049,E01003866
3778,29.422,0.277,-1.017,24.714,1.513,0.061,0.069,11.779,1.167,5.99457387335272,5.6186319171669945,5.279420097035716,4.973137562493404,5.531737048787424,5.305524896815479,5.576284007722163,E01003867
3779,33.263,0.043,-1.63,8.838,0.065,0.026,0.032,5.583,0.833,6.19498085975647,5.748942787900115,4.995984559709376,4.726529635263212,5.8497104662837405,5.4294818712003305,5.758214368964687,E01003868
3780,25.836,-0.003,-1.56,16.477,0.329,0.022,0.027,5.06,1.228,6.161233024899237,5.772369637748235,5.2322066504491405,4.809247234288384,5.588101862782267,5.46261911208813,5.86744100044216,E01003869
3781,33.026,-0.143,-1.894,17.201,0.303,0.024,0.027,5.807,0.967,6.084381660322348,5.648436797161897,5.232160791754723,4.951212350527445,5.595621721943219,5.375267213582992,5.641877772907416,E01003870
3782,28.646,-0.415,-1.808,10.063,0.47,0.03,0.041,4.824,0.881,6.055706107988954,5.682868706993759,5.127292320132256,4.81149070058018,5.722911551594734,5.407234840095043,5.794298536144197,E01003871
3783,31.902,0.529,-1.804,12.417,0.189,0.034,0.042,7.634,0.965,6.012274899774668,5.609738170857332,5.223880490964773,4.867781011912287,5.51769305151336,5.507237799800172,5.827597582096956,E01003872
3784,30.111,0.412,-1.65,16.384,0.073,0.029,0.046,7.46,1.193,6.032218830428854,5.721260936590877,5.147360982686064,4.794456461920356,5.7338022263380735,5.488179333888701,5.733180143537313,E01003873
3785,31.827,-0.58,-1.652,15.3,0.282,0.028,0.036,5.246,0.772,5.879341795047124,5.479317769408226,5.138390307625135,4.882895293831825,5.664571166038513,5.471101158857346,5.578979104757309,E01003874
3786,23.85,0.153,-1.758,12.424,0.634,0.046,0.063,7.33,0.785,6.172138620261571,5.743949389337894,5.218870848866564,4.739583239483474,5.684675426339385,5.514689972652263,5.903834347149835,E01003875
3787,30.477,0.213,-1.932,19.316,0.098,0.025,0.034,6.706,1.143,5.936610846292405,5.595110283846281,4.948021876043966,4.801253775588605,5.750905080335815,5.593483544531322,5.70673667583145,E01003876
3788,30.709,-0.386,-1.668,15.587,0.84,0.038,0.04,6.021,0.857,6.09241567310105,5.834750349705036,5.073346952087859,4.690599377338703,5.797975391404242,5.53489216372498,5.788768232378185,E01003877
3789,18.379,0.126,-0.253,20.395,7.442,0.121,0.164,19.583,1.132,6.017544895229918,5.696996248129643,5.267758250958992,4.749153186335708,5.583025300864017,5.438956612529177,5.925951438239126,E01003878
3790,31.705,0.076,-2.577,17.577,0.586,0.016,0.025,5.901,1.108,6.118642190180787,5.842172646741255,5.15265494858453,4.694264391146668,5.767908363167299,5.617697155803715,6.213254073344239,E01003879
3791,33.385,-0.205,-1.543,8.901,0.438,0.031,0.048,6.098,1.281,6.187067132247122,5.799191959594426,5.180890297419147,4.791131305851434,5.64745983873543,5.529770029218573,5.857367856722129,E01003880
3792,24.184,-1.103,-1.835,22.583,0.849,0.023,0.028,4.598,0.966,6.086288658420691,5.753908010011308,5.2425410372487615,4.759264665373256,5.646676232305805,5.484040871764837,5.840752104694924,E01003881
3793,32.309,-0.239,-1.378,11.034,0.138,0.045,0.035,6.198,1.155,6.075962092286797,5.602376381556193,5.043062889447776,4.822396355290567,5.68654977890753,5.392283178785796,5.5962428918448825,E01003882
3794,26.122,-1.195,-0.962,12.325,1.128,0.034,0.043,4.784,0.814,5.718922378161015,5.303484867780637,5.305223275453616,4.997625425075873,5.488589521401968,5.160663935618523,5.215972646688804,E01003883
3795,19.699,0.082,-1.395,11.579,0.403,0.042,0.044,5.571,0.987,6.05035976607066,5.645721442424334,5.244675764097617,4.90235238808852,5.536361084534572,5.36040679537333,5.661471335933759,E01003884
3796,23.381,0.296,-1.495,11.548,0.679,0.036,0.043,6.094,1.097,6.057650005022685,5.626604580879212,5.266526117324829,4.879333327611287,5.658007032076518,5.54802259683609,5.8452184120814,E01003885
3797,21.424,-0.541,-2.095,11.834,0.458,0.03,0.027,3.466,0.845,6.080753125556528,5.546124248471979,5.028755915491549,4.826802216164054,5.772220560949143,5.442903797103934,5.6702295002872,E01003886
3798,31.413,-0.443,-1.724,11.106,0.418,0.026,0.026,4.573,0.597,5.989399779442302,5.54124748040844,5.089974343443716,4.9126980377975125,5.672225735041017,5.410653608471321,5.629833716919968,E01003887
3799,21.905,-0.894,-0.388,19.603,3.63,0.091,0.115,13.591,0.509,5.962989665765678,5.5367055841251815,5.180345152331665,4.935623013867741,5.606996082099138,5.3783241789952845,5.570953641845062,E01003888
3800,19.705,-0.091,-1.783,22.541,0.141,0.016,0.017,4.826,0.92,6.157718736042813,5.658799935513594,5.390873063893456,4.801528898436879,5.3856802043013685,5.698978985075563,6.092870527052191,E01003889
3801,30.25,-0.715,-1.662,22.599,0.654,0.033,0.045,6.593,0.828,6.189887415844461,5.839976390548374,4.999134328054345,4.654551226159801,5.819091019423111,5.4614769562431,5.820037700818933,E01003890
3802,16.464,-1.196,-2.048,12.678,0.572,0.03,0.029,2.666,0.835,6.122227605453319,5.772702465623112,5.170479324577892,4.807746291834082,5.714088131478951,5.487182354522964,5.816083504655267,E01003891
3803,19.935,-0.625,-1.902,19.145,0.596,0.022,0.022,3.779,0.793,6.252509424815306,5.72228589573422,5.0926378401550085,4.69305177475955,5.76020015735884,5.577123535645975,6.135908919411737,E01003892
3804,36.37,-0.478,-1.658,19.184,0.412,0.031,0.037,6.7,1.165,6.149719156436066,5.727281656727862,5.085539209308909,4.736952873308267,5.743280174127266,5.501941214746504,5.820407196656982,E01003893
3805,28.863,-0.117,-1.924,11.786,0.063,0.024,0.032,4.823,1.056,6.299655216327612,5.877384926097981,4.889611924040144,4.60922912929369,5.88644103900246,5.596766547016475,6.109786726426387,E01003894
3806,36.927,0.125,-1.804,14.699,0.685,0.036,0.051,8.016,0.863,6.06793639746057,5.652964993413672,5.094560852251857,4.806739206773689,5.62169466607542,5.5426761457719,5.806613735405795,E01003895
3807,39.593,0.156,-1.759,15.728,1.594,0.026,0.033,7.551,1.085,5.916381416515428,5.472226642102611,5.077163130896432,4.879332852850155,5.658634285050995,5.441581796626656,5.602727936725227,E01003896
3808,29.134,0.216,-1.176,18.182,0.397,0.039,0.057,8.295,1.273,5.9080329976395936,5.566121858750988,5.045148383357568,4.906202948735859,5.652244171696509,5.379602168848415,5.49041027080513,E01003897
3809,31.044,-0.01,-0.996,9.249,1.019,0.043,0.065,7.887,0.977,5.860039346747929,5.451137921048535,5.203919582896763,4.983257729146216,5.48182546099027,5.366435527801514,5.553272122310268,E01003898
3810,29.179,-0.295,-1.456,10.162,0.729,0.032,0.038,5.147,0.833,5.930689899048002,5.585243821144104,5.290754929627522,5.110702665725557,5.493787531805511,5.33016018112107,5.475708950864206,E01003899
3811,23.031,0.582,-0.222,23.149,10.552,0.116,0.145,21.164,0.908,5.920317816304731,5.556477916133296,5.311062395035684,4.986662335760959,5.502293645798623,5.353916329843504,5.599910963762988,E01003900
3812,24.796,0.035,-1.309,24.271,2.395,0.031,0.035,7.055,1.076,6.115210278747008,5.714535764197714,5.186633563533272,4.972368290743877,5.675555808642476,5.44852164418427,5.603822309331796,E01003901
3813,31.982,-0.529,-1.55,10.566,1.805,0.043,0.038,5.894,1.083,5.975307013839483,5.665493613108993,5.298263737931848,5.095485186204314,5.474614035338163,5.2453123442828655,5.417571768164635,E01003902
3814,30.309,0.768,-1.261,22.537,9.257,0.046,0.076,13.193,1.403,5.98913186788559,5.649437595789249,5.344634135869833,4.878266933331123,5.490120664009681,5.431641039940027,5.7606362590423,E01003903
3815,23.356,-0.008,-1.028,24.374,2.805,0.06,0.075,10.731,0.856,5.9891618067218415,5.5514357311110345,5.3160043262666274,5.007970423467698,5.505066897599928,5.242901957804157,5.4820447256488185,E01003904
3816,25.481,-0.181,-0.785,15.147,3.97,0.037,0.063,7.581,1.109,5.942776434478306,5.639545392422449,5.342689409142449,4.965197799461229,5.52497169091588,5.3927432390905565,5.61732632915179,E01003905
3817,38.304,-0.305,-0.749,15.716,7.221,0.058,0.084,12.068,1.112,6.163595866465914,5.703320593073748,5.256824328415636,4.945408896259639,5.601476807525192,5.359475831190745,5.608350958513177,E01003906
3818,17.908,0.18,-0.34,31.904,18.963,0.101,0.141,20.973,1.09,5.847689357339119,5.46562756385122,5.428552445708489,5.142116095338549,5.353665582987727,5.2534932117072906,5.457792276630596,E01003907
3819,25.611,0.258,-1.72,17.4,2.817,0.032,0.043,6.907,1.051,6.108954906463623,5.770521375792368,5.121018655640738,4.89576383795057,5.625470556531634,5.336457204818726,5.480795378684998,E01003908
3820,27.845,0.174,-1.562,15.122,3.023,0.041,0.054,7.634,1.277,6.068141858918327,5.719083028520856,5.096322546005249,4.924353529385158,5.660830339704241,5.328611022404262,5.535073069163731,E01003909
